iter	Logloss
242	0.007757554854
243	0.007711764705
244	0.007655890691
245	0.007614932308
246	0.007590219465
247	0.007541828762
248	0.007481515752
249	0.007445646848
250	0.007369516902
251	0.007338488722
252	0.007296641438
253	0.007233242079
254	0.007199912402
255	0.007149914786
256	0256	0.00653705845
257	0.006474052258258	0.0064485720259259	0.0064227222260260	0.0063714953261261	0.0063466157262262	0.0063098641263	0.006795203755
264	0.006741445189
265	0.006707485012
266	0.006671530663
267	0.006635346854
268	0.006599465547
269	0.006567159829
270	0.006525669484
271	0.006503074844
272	0.006468752216
273	0.006437254779
274	0.006415271346
275	0.006379653953
276	0.006287984076
277	0.006259054118
278	0.006220743146
279	0.00619298323
280	0.006155695529
281	0.006107845058
282	0.006081725132
283	0.006049113467
284	0.005973828321
285	0.005941133279
286	0.005895227366
287	0.005851104769
288	0.005816076532
289	0.00578915935
290	0.005740765202
291	0.005707917186
292	0.005637686377
293	0.005608500428
294	0.005580876604
295	0.005560288195
296	0.005512859091
297	0.005491319419
298	0.005469638488
299	0.005444112541
300	0.0054115498
301	0.00538851071
302	0.005366736754
303	0.005346502872
304	0.005321549887
305	0.005301270871
306	0307	0.00509154307	308	0.005054275308309	0.005036781145
310	0.00500468516310	0.004908309812
311	0.004888440561
312	0.004869172193
3314	0.004871670405314	0.004809773141
3316	0.0048392219823317	0.004818561112
318	0.004805240769
319	0.00478619147
320	0.004766318418
321	0.004731208
322	0.004712855298
323	0.004677202391
324	0.004647412507
325	0.004632472992
326	0325	0.004385193648
326	0.004364679314
327	0.004345992742
328	0.004328682933
329	0.004305331	0.0330	0.004285614959
331	0.004270446783
332	0.004254346638
333	0.004239104042
334	0.004226768637
335	0.004217882377
336	0.004205671349
337	0.004185144612
338	0.004155257878
339	0.004131062182
340	0.004114695712
341	0.004098025705
342	0.004079278494
343	0.00406040725
344	0.004001453088
345	0.003989210708
346	0.003969498452
347	0.003954499443
348	0.003943774742
349	0.003928207249
350	0.003915379847
351	0.003902483882
352	0.003884050887
353	0.003870696691
354	0.003815793578
355	0.003799504627
356	0.003786800914
357	0.003733654243
358	0.003715836244
359	0.003700874444
360	0.003649204453
361	0.003639999153
362	0.003628110955
363	0.003618430196
364	0.003607204884
365	0.003578941257
366	0.003561464348
367	0.003552364821
368	0.003540542773
369	0.00352907801
370	0.003520637234
371	0.003506515067
372	0.003494894573
373	0.003447628779
374	0.003430220433
375	0.003398077336
376	0.003371813394
377	0.003358718632
378	0.003343409196
379	0.003336287647
380	0.003326052875
381	0.003315122141
382	0.00330588101
383	0.003295467768
384	0.003280676858
385	0.003268717686
386	0.00325903107
387	0.003248796987
388	0.00323605813
389	0.003221342329
390	0.003209529585
391	0.003199730305
392	0.003184396408
393	0.003174553717
394	0.003165318098
395	0.003158676142
396	0.003152975457
397	0.003143610293
398	0.003136501147
399	0.003128356327
400	0.003117792868
401	0.003110551765
402	0.003102423483
403	0.003095873518
404	0.003084904886
405	0.003058029737
406	0.003053122173
407	0.003035302107
408	0.003026907155
409	0.003018882578
410	0.003012049405
411	0.0030050953
412	0.002998147741
413	0.002987004084
414	0.002969833468
415	0.002961752732
416	0.002950700377
417	0.00294053589
418	0.002927561371
419	0.002918231005
420	0.002909957674
421	0.002904175334
422	0.002896115959
423	0.0028866228
424	0.002872471003
425	0.002864568909
426	0.002849128205
427	0.002840671064
428	0.002836270656
429	0.00282979046
430	0.002822088368
431	0.00281649983
432	0.002808743819
433	0.002790289118
434	0.00278174791
435	0.002775493385
436	0.002768612494
437	0.002762252368
438	0.002743392666
439	0.002731662437
440	0.002722665754
441	0.002715831375
442	0.002705425196
443	0.002699683856
444	0.002694156473
445	0.002687012185
446	0.002679650666
447	0.00267100472
448	0.002664745199
449	0.002653544004
450	0.00264355747
451	0.002634789386
452	0.002627932612
453	0.002617455976
454	0.002613205786
455	0.002605521093
456	0.002600379073
457	0.002592122968
458	0.002584646892
459	0.002576896738
460	0.002560320445
461	0.002547138344
462	0.00254086039
463	0.002534583125
464	0.002529074691
465	0.002523592442
466	0.00251717719
467	0.00250793847
468	0.002502306176
469	0.002494642845
470	0.002487546447
471	0.002479789574
472	0.002471363613
473	0.002464305286
474	0.002457803212
475	0.002451341621
476	0.002423521067
477	0.002418201955
478	0.002413170531
479	0.002402172096
480	0.002390663576
481	0.002382705666
482	0.00237631815
483	0.002372987698
484	0.002364058371
485	0.002357181614
486	0.002351018562
487	0.002344183667
488	0.002339842864
489	0.002336543419
490	0.002331036536
491	0.002327798591
492	0.002323889319
493	0.002317758654
494	0.002314421827
495	0.002304831164
496	0.002299815072
497	0.002295152645
498	0.002287514809
499	0.002280056477
500	0.002275799396
501	0.002270708194
502	0.002262002299
503	0.002257790524
504	0.002251036422
505	0.002246498889
506	0.002239639359
507	0.002234954193
508	0.002232424958
509	0.002228088117
510	0.002224090816
511	0.002200172127
512	0.002194685398
513	0.002190324268
514	0.002186553671
515	0.002183488683
516	0.002177693596
517	0.002172026331
518	0.002166617123
519	0.002159977407
520	0.002154192483
521	0.002149181214
522	0.002139607606
523	0.002131189397
524	0.002126346434
525	0.002119916023
526	0.002115776429
527	0.002105092554
528	0.002100774318
529	0.002096914143
530	0.002088740037
531	0.002083707752
532	0.002077661153
533	0.002074877134
534	0.0020704626
535	0.002066300784
536	0.002061822511
537	0.002056210027
538	0.002051289026
539	0.002045892739
540	0.002042229465
541	0.002035538413
542	0.002032304775
543	0.002027473698
544	0.002022370438
545	0.002018086311
546	0.002009846916
547	0.001996594185
548	0.001993834456
549	0.001988700876
550	0.001981536088
551	0.001978436474
552	0.001972405208
553	0.001967864057
554	0.001962811099
555	0.00195894231
556	0.001956192744
557	0.001954220795
558	0.001941457649
559	0.001938828499
560	0.001931212024
561	0.001925710309
562	0.001918167737
563	0.001913990589
564	0.00190996383
565	0.001906377904
566	0.001901288253
567	0.001897514211
568	0570	0.00203062569	0.001892022487
570	0572	0.00202382571	0573	0.002019431107
574	0.002014917222
575	0.002009973664
576	0.002005946118
577	0.002002604111
578	0.001999485147
579	0.001995755451
580	0.001987560245
581	0.001984147749
582	0.001980365705
583	0.001976974632
584	0.001972687244
585	0.001964591033
586	0.001960025663
587	0.001953566938
588	0.001948243812
589	0.001944072869
590	0.001940077284
591	0.001936762575
592	0.00193423983
593	0.001930370193
594	0.001926612163
595	0.001923175307
596	0.001919908109
597	0.001916470044
598	0.001911529942
599	0.001909065247
600	0.001906084669
601	0.001903590949
602	0.001896280482
603	0.001890373403
604	0.00188800563
605	0.001884419503
606	0.001880900583
607	0.001878232714
608	0.001875468095
609	0.001863534381
610	0.001859343225
611	0.001856629054
612	0.001849156877
613	0.001846638279
614	0.001842729942
615	0.001839091467
616	0.001836138877
617	0.001833975315
618	0.001830359127
619	0.001828161875
620	0.001825548082
621	0.001823030693
622	0.001820063764
623	0.001814716277
624	0.001810421633
625	0.001805811689
626	0.001802078019
627	0.001797714959
628	0.00179112234
629	0.00178900076
630	0.0017858196
631	0.001782739508
632	0.001780217972
633	0.001777178654
634	0.001773477464
635	0.001771018816
636	0.001768088686
637	0.001764039544
638	0.001759645559
639	0.001757379546
640	0.001753007156
641	0.001749039733
642	0.001746040151
643	0.001743951915
644	0.001740996561
645	0.001738564346
646	0.001736554719
647	0.001732112187
648	0.00172933772
649	0.00172730978
650	0.001725323304
651	0.00172296106
652	0.001719998968
653	0.001717852682
654	0.001716002865
655	0.001713770196
656	0.001708581137
657	0.001705931062
658	0.001703117723
659	0.001698981333
660	0.001696254205
661	0.001692976468
662	0.001690893242
663	0.001688677504
664	0.001684787308
665	0.001681549653
666	0.001677925172
667	0.001675274234
668	0.001672690329
669	0.001669921046
670	0.001665536044
671	0.001662104372
672	0.001660310531
673	0.001658104468
674	0.001655836036
675	0.001651699647
676	0.001645877396
677	0.001642995641
678	0.00164058243
679	0.001638311407
680	0.001635188987
681	0.001632657949
682	0.001630690478
683	0.001627708691
684	0.001625682478
685	0.001623112741
686	0.001620426385
687	0.001618598855
688	0.001616184608
689	0.00161388335
690	0.001611839861
691	0.001609060039
692	0.001607054213
693	0.001605215798
694	0.001602085431
695	0.001597915179
696	0.001595896569
697	0.001594575246
698	0.001592453666
699	0.001590611451
700	0.001585195721
701	0.001583405509
702	0.001581176813
703	0.001578293503
704	0.001576173651
705	0.001574431122
706	0.001571914424
707	0.001569744469
708	0.001568428157
709	0.001566160416
710	0.001564695179
711	0.001562739628
712	0.001560342485
713	0.00155885807
714	0.001556470601
715	0.001554026811
716	0.001549629198
717	0.00154763512
718	0.001545557941
719	0.001543665623
720	0.001538506107
721	0.001536331661
722	0.001534117478
723	0.001532066905
724	0.001530003202
725	0.001527621953
726	0.001525579328
727	0.001523253192
728	0.001520082052
729	0.001518522656
730	0.001516752139
731	0.00151341618
732	0.001511265229
733	0.001509415758
734	0.001506500313
735	0.001502794286
736	0.001501233681
737	0.001499089296
738	0.001497662067
739	0.001495875137
740	0.001494293109
741	0.001493254261
742	0.00149136678
743	0.001489619241
744	0.001487657989
745	0.001485673932
746	0.001483591743
747	0.001481454614
748	0.001479984712
749	0.001478488203
750	0.001473807252
751	0.001471842545
752	0.001470444168
753	0.00754	0.001550897826
755	0.001549553007
756	0.001547346599
757	0.001543621568
758	0.001542510503
759	0.001540036996
760	0.001538649158
761	0.001536196557
762	0.001534357105
763	0.001532885303
764	0.001531092671
765	0.001529578886
766	0.00152768916
767	0.001526018848
768	0.001523350287
769	0.001521811278
770	0.001520297666
771	0.001518534232
772	0.00151738464
773	0.001516230901
774	0.001514190867
775	0.001512753272
776	0.001511309285
777	0.001508476769
778	0.001506057684
779	0.001503243308
780	0.00150138969
781	0.001499060271
782	0.001497409655
783	0.00149249374
784	0.001490137543
785	0.001488944413
786	0.001487687705
787	0.001485837024
788	0.001483947989
789	0.001482260746
790	0.001480316425
791	0.001477976295
792	0.00147633518
793	0.001474524235
794	0.001473184945
795	0.001471411145
796	0.001469250347
797	0.001467502635
798	0.001465061091
799	0.001462452999
800	0.001460650693
801	0.001458375696
802	0.001456251006
803	0.001454798553
804	0.001453770071
805	0.001451640025
806	0.001450262726
807	0.001447801227
808	0.001446350588
809	0.001445011643
810	0.001443186964
811	0.001441444867
812	0.001439200018
813	0.001437583695
814	0.001436042095
815	0.001434884382
816	0.001433325678
817	0.001431063552
818	0.001429350566
819	0.001427636889
820	0.001425946709
821	0.001424403899
822	0.001422509681
823	0.001421149226
824	0.001419182705
825	0.001417859914
826	0.00141629162
827	0.001412667572
828	0.001411446281
829	0.001409926622
830	0.001408494901
831	0.00140708875
832	0.001405643035
833	0.001403816368
834	0.001401881636
835	0.001400114315
836	0.001398407981
837	0.00139623794
838	0.001394146594
839	0.001392062851
840	0.00139050812
841	0.001388625304
842	0.001387397448
843	0.001386215894
844	0.001384522777
845	0.001382563425
846	0.001381113045
847	0.001379899529
848	0.001378336678
849	0.001376912559
850	0.001375552537
851	0.001374309132
852	0.001373260004
853	0.001371673916
854	0.001370516722
855	0.001368604536
856	0.001367180071
857	0.001365262529
858	0.001363422646
859	0.001362100805
860	0.001361108258
861	0.001359327807
862	0.001357606356
863	0.001356244519
864	0.001355175696
865	0.001353992155
866	0.00135091906
867	0.001349611213
868	0.001348223289
869	0.001347040353
870	0.001345468431
871	0.001344146418
872	0.001342692323
873	0.001341718522
874	0.001339981867
875	0.001338331768
876	0.001337121017
877	0.001336033534
878	0.001334486319
879	0.001332626308
880	0.001330975432
881	0.001329957834
882	0.001329007702
883	0.001327953131
884	0.001326187193
885	0.001324792012
886	0.001323279091
887	0.001322034476
888	0.001320069596
889	0.001318781445
890	0.001317160199
891	0.001315787651
892	0.001314749752
893	0.00131344467
894	0.001312165329
895	0.001310762979
896	0.00130934292
897	0.001307679346
898	0.00130626041
899	0.001304368178
900	0.001302980686
901	0.001301465432
902	0.001299691805
903	0.001298296452
904	0.001296396359
905	0.001293222196
906	0.001292224207
907	0.001291261549
908	0.00128965015
909	0.001288191391
910	0.001286526003
911	0.00128555557
912	0.001283853382
913	0.001282530764
914	0.001281283558
915	0.001280325219
916	0.001279182451
917	0.001277931531
918	0.001276435714
919	0.001275295451
920	0.001274054206
921	0.001272943745
922	0.001271959578
923	0.001270617523
924	0.001269091817
925	0.00126816328
926	0.001266995461
927	0.001265957045
928	0.001264774886
929	0.001263216095
930	0.001261235666
931	0.001260018608
932	0.001258790407
933	0.001257683747
934	0.00125626818
935	0.001254895286
936	0.001253713732
937	0.001252399147
938	0.001251425432
939	0.001250289316
940	0.001249053858
941	0.001247940893
942	0.001246816697
943	0.00124547637
944	0.00124411963
945	0.001242721945
946	0.001241870116
947	0.001240515018
948	0.001239537502
949	0.001237975687
950	0.001236274709
951	0.001235371051
952	0.001234385155
953	0.001233534709
954	0.001232228417
955	0.001230982767
956	0.001229638552
957	0.001228710188
958	0.001227934637
959	0.001226933538
960	0.001225744641
961	0.001224703029
962	0.001223667549
963	0.001222603217
964	0.00122157318
965	0.001220316472
966	0.001219493583
967	0.001217934705
968	0.001217078817
969	0.001215962914
970	0.00121492087
971	0.001213927373
972	0.001212802486
973	0.00121123618
974	0.001210108183
975	0.001208991935
976	0.001207970968
977	0.001206913202
978	0.001205854139
979	0.001204540246
980	0.001203505889
981	0.001202627023
982	0.00120157012
983	0.001200653332
984	0.001199793297
985	0.001198537281
986	0.001197908236
987	0.001196858676
988	0.001195781818
989	0.001194703061
990	0.001193316086
991	0.001192245622
992	0.001191123586
993	0.00118987042
994	0.001188759095
995	0.001187730354
996	0.001186519257
997	0.001185324399
998	0.001184341441
999	0.001183233227
1175
998	0.001056197406
999	0.001056200852
